year,id,label,value
2019,Schleswig-Holstein,Schleswig-Holstein,49949.7
2019,Thuringia,Thuringia,43856.7
2020,Baden-Wurttemberg,Baden-Wurttemberg,66472.6
2020,Bavaria,Bavaria,69547.5
2020,Berlin,Berlin,63242.4
2020,Brandenburg,Brandenburg,43101.1
2020,Bremen,Bremen,66633.9
2020,Hamburg,Hamburg,97883.1
2020,Hesse,Hesse,67510
2020,Lower Saxony,Lower Saxony,55136.3
2020,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,42756.1
2020,North Rhine-Westphalia,North Rhine-Westphalia,57058.3
2020,Rhineland-Palatinate,Rhineland-Palatinate,51563.7
2020,Saarland,Saarland,50102.1
2020,Saxony,Saxony,45380.6
2020,Saxony-Anhalt,Saxony-Anhalt,42132.6
2020,Schleswig-Holstein,Schleswig-Holstein,48814.2
2020,Thuringia,Thuringia,42682.6
2021,Baden-Wurttemberg,Baden-Wurttemberg,69680.9
2021,Bavaria,Bavaria,72137.4
2021,Berlin,Berlin,66431.8
2021,Brandenburg,Brandenburg,44728.7
2021,Bremen,Bremen,71137.2
2021,Hamburg,Hamburg,106034.6
2021,Hesse,Hesse,70351.9
2021,Lower Saxony,Lower Saxony,56360.4
2021,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,44464.4
2021,North Rhine-Westphalia,North Rhine-Westphalia,58606.9
2021,Rhineland-Palatinate,Rhineland-Palatinate,57070.8
2021,Saarland,Saarland,50993.2
2021,Saxony,Saxony,46847.7
2021,Saxony-Anhalt,Saxony-Anhalt,43590.3
2021,Schleswig-Holstein,Schleswig-Holstein,50362.8
2021,Thuringia,Thuringia,43801.9
2022,Baden-Wurttemberg,Baden-Wurttemberg,70223.5
2022,Bavaria,Bavaria,72718.6
2022,Berlin,Berlin,66952.7
2022,Brandenburg,Brandenburg,46164.6
2022,Bremen,Bremen,73424.2
2022,Hamburg,Hamburg,112604.2
2022,Hesse,Hesse,70268.4
2022,Lower Saxony,Lower Saxony,56629.2
2022,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,46392
2022,North Rhine-Westphalia,North Rhine-Westphalia,58989.8
2022,Rhineland-Palatinate,Rhineland-Palatinate,56559.4
2022,Saarland,Saarland,52976.5
2022,Saxony,Saxony,47695
2022,Saxony-Anhalt,Saxony-Anhalt,45155.4
2022,Schleswig-Holstein,Schleswig-Holstein,52393.4
2022,Thuringia,Thuringia,44208.4
2023,Baden-Wurttemberg,Baden-Wurttemberg,69404.6
2023,Bavaria,Bavaria,72336.9
2023,Berlin,Berlin,66386.1
2023,Brandenburg,Brandenburg,45486.7
2023,Bremen,Bremen,70390.1
2023,Hamburg,Hamburg,102133.1
2023,Hesse,Hesse,69547.2
2023,Lower Saxony,Lower Saxony,56338.8
2023,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,45421.1
2023,North Rhine-Westphalia,North Rhine-Westphalia,57712.8
2023,Rhineland-Palatinate,Rhineland-Palatinate,53665.9
2023,Saarland,Saarland,50742
2023,Saxony,Saxony,47357.9
2023,Saxony-Anhalt,Saxony-Anhalt,44209.9
2023,Schleswig-Holstein,Schleswig-Holstein,50393.5
2023,Thuringia,Thuringia,44158.3
2024,Baden-Wurttemberg,Baden-Wurttemberg,68635.6
2024,Bavaria,Bavaria,71013.8
2024,Berlin,Berlin,66578.3
2024,Brandenburg,Brandenburg,45047.7
2024,Bremen,Bremen,69265.7
2024,Hamburg,Hamburg,103023.4
2024,Hesse,Hesse,69557.1
2024,Lower Saxony,Lower Saxony,56362.5
2024,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,45996.2
2024,North Rhine-Westphalia,North Rhine-Westphalia,57150.5
2024,Rhineland-Palatinate,Rhineland-Palatinate,52712.9
2024,Saarland,Saarland,49665
2024,Saxony,Saxony,47150.3
2024,Saxony-Anhalt,Saxony-Anhalt,43757.9
2024,Schleswig-Holstein,Schleswig-Holstein,50756.6
2024,Thuringia,Thuringia,43664.2
